D,H,G,L,C_NaOH0,V_total,N,k_caus,eta_eq,CO2_tpy,cost,efficiency,pressure_drop_Pa,pump_power_kW,blower_power_kW,total_power_kW,annual_energy_kWh,installed_cost,annual_cost,lime_cost,electricity_cost
5.9020470155866,20.520623821694855,4.828618856350795,1.7338512557716144,1944.2637525386315,75.62992834507116,4,0.38634945654501146,0.8959355616979842,24211972.791047733,186.3952504420733,86.65174746380076,1791.89718395546,578.7764708500733,12.017206293179477,590.7936771432528,4399049.72000866,4620510.867101453,4512996732.084006,4076039682.0920854,439904.972000866
6.05192785609637,11.31723590833473,4.643167976553069,3.9531906376322423,850.3576796855654,59.381186784924864,4,0.13344405863212921,0.9649780897311857,20981036.299198676,186.4040616516194,78.08769686307613,1660.982728639915,843.7272864612407,10.711419187817484,854.4387056490582,6362150.602262887,3542007.433798012,3910950383.8306947,3532117653.732402,636215.0602262887
5.537985838307416,19.752911932356703,4.106487626012779,2.863215314500627,1104.1570259364535,57.21235501548329,3,0.06847733510250699,0.9316823840690683,21722922.943571415,186.4090911814847,91.41507445508124,1780.9767989279267,927.0177481235739,10.15772109307414,937.1754692166481,6978208.543787162,4129193.4363441938,4049350323.71657,3657012862.7339387,697820.8543787162
6.090771133535772,18.255765008395873,4.484580785392266,1.697504522899655,1489.4619549347342,151.6476123709681,3,0.22239687507990444,0.862201227571719,21887183.187880475,186.4011789219573,84.34087361388937,1759.6801589667684,516.3561030109853,10.960316429636636,527.316419440622,3926398.059154871,5064457.783706904,4079796749.5017643,3684665763.2130527,392639.8059154871
5.494850405324638,27.07606867711465,3.5612267853461126,3.3666548408271932,1750.5619523388646,113.50507103467862,2,0.21384268634480766,0.8817237141622991,20146243.807617206,186.43992005569964,97.76075082611266,1885.1451502619325,1412.496798675597,9.32420750469183,1421.8210061802888,10586879.21201843,5209583.972672702,3756064084.914786,3391581921.623174,1058687.921201843
2.035987358701776,14.559000424265673,2.634058840183723,1.7408140388951305,2685.9716981586375,45.739939188145954,3,0.2987900687915952,0.8802468314252856,11553042.53635253,186.39901694528064,75.79507279922902,1707.1623742710087,445.35545943115284,6.245508532746645,451.6009679638995,3362620.8074591956,1659194.273336771,2153475771.5031233,1944932791.4527588,336262.0807459196
2.665349139465027,32.468980649499365,4.516997071203127,0.998130180630612,2493.0416652412405,100.39611247578428,4,0.3522396693572181,0.9225311702021922,23111998.73673438,186.38469418599175,88.42147805585667,1961.9707825691335,489.1778791423845,12.30863372034845,501.486512862733,3734068.5747759095,3110230.8840074516,4307722816.573265,3890861137.024882,373406.85747759097
3.466723834575568,30.31933219625221,4.095416604978156,4.950412101573689,937.6253360836411,172.61087946926338,3,0.17735621138642632,0.9033260332105023,23280798.95834904,186.44900539372176,98.23581846038775,1931.3012138703752,2286.975863771672,10.985393139582227,2297.961256911254,17110619.5189612,4201672.721292082,4340681810.555372,3919278334.069713,1711061.9518961199
4.206665558692495,28.38240120051278,3.2157535805377253,3.4413324454279195,1026.4597352066112,78.59038975884009,4,0.1807680398134039,0.968266515372742,18249851.464648373,186.44285993277498,98.07236455422836,1903.7307032432302,1502.6296198776245,8.502678924075028,1511.1322988016996,11251891.096877456,3978317.1189871402,3402554500.417385,3072327868.7021093,1125189.1096877456
6.8860003232418165,33.48956178922809,3.1765755712359063,2.3345260616665215,2949.2252584775947,75.69660545428785,5,0.35146130845839624,0.927178912367082,18191333.487951517,186.45285794149314,98.96358467114868,1976.3727847459224,1175.3018970959258,8.719579871776913,1184.021476967703,8816223.917501517,6743498.018825265,3391826118.595351,3062476478.3511205,881622.3917501518
7.416301608867196,12.848640342012809,1.91950009736854,0.9085089215960858,1518.4583145110846,184.08677124034008,2,0.371715406889506,0.8563291035887844,8856715.167327344,186.45683633333397,79.7360309177996,1682.7655341453146,212.10068877714608,4.486206398111604,216.58689517525767,1612706.0214749686,5279819.03456293,1651395090.405311,1491011194.6086867,161270.6021474969
5.985084930814165,11.416682721942998,0.6268347291170471,1.1858541165972758,2134.1101430289136,29.5078597192022,4,0.10671711380095612,0.9230870699432978,3310080.4320068844,186.54584809215868,91.25476918624736,1662.3966171086622,254.6387034898722,1.4472887960700052,256.0859922859422,1906816.2985611258,3054756.4229134116,617481761.4419832,557245760.5257671,190681.6298561126
5.642491783527035,16.504579277050862,3.7723106657569057,3.9813806992979046,2801.2565653340457,125.28874976208266,2,0.08870175398062803,0.9671771486918411,19859666.2981612,186.42433046440115,90.97761959074755,1734.7703532055564,1119.8823527926497,9.089017647272492,1128.971370439922,8406320.824295659,4433427.793920268,3702324992.881134,3343337141.628638,840632.082429566
6.4586510796945955,15.362109183982462,0.7067626758342633,4.8435867901019005,1563.722604399228,127.70756989309542,3,0.10682414949880645,0.9055884082884809,4066355.894788979,186.76179847643195,99.42643185596539,1718.518338137638,1290.0234112529226,1.686923082128345,1291.710334335051,9618075.149458788,4744262.4232870815,759439940.1560304,684563299.8066701,961807.5149458789
6.385790189515587,30.84372327301708,2.9584125387713684,2.63637044396029,1460.7014211493881,54.73081863876912,5,0.06299314280117603,0.9163971654757916,16922609.724485353,186.454979038426,98.85045629633395,1938.7371392814703,1236.0251109112376,7.966089253100048,1243.9912001643377,9262758.476423658,5810588.180697531,3155304841.45438,2848889239.9162006,926275.8476423658
6.0828283335411655,28.51737363340017,2.308662294391778,0.9365883417158025,1960.816086158466,79.31861934287272,3,0.2941569721417162,0.9678498281290525,12805176.113031693,186.43751437486907,95.85068479354015,1905.6458102813858,410.607116580876,6.110406428697644,416.71752300957365,3102878.6763292854,5496425.318790336,2387365205.646076,2155727103.418583,310287.86763292854
6.877403586024472,32.59281079075979,0.633378124292169,1.1315136505662768,711.9091505614088,67.3815809117498,2,0.18140993780586095,0.8686473800249379,3661955.5016791685,186.73026038143334,99.91255781167989,1963.6164570693968,556.3810637335312,1.727377372788679,558.1084411063199,4155675.4524776577,6479173.875810071,683797904.3337735,616483260.8939097,415567.5452477658
6.034104357802148,10.644673582139601,2.5249810422647316,2.9755481916525075,1349.461527200829,154.96719450950104,4,0.40322270681805567,0.8611768610853852,11961259.45121916,186.43858875831214,81.86322754577208,1651.4153587909975,608.8933608371866,5.791378435905665,614.6847392730922,4576942.568627444,4113426.608337584,2230040331.857323,2013655334.5622077,457694.25686274446
7.294958764514879,26.771583863690367,4.43867723446099,4.975149099684303,1795.0111308931334,36.78719562360722,4,0.29316515435001406,0.8805990875693138,25276357.946708824,186.44580982593402,98.40813592286564,1880.812994812734,2067.5342384631836,11.594891419935665,2079.1291298831193,15481195.501109704,6068799.7015192835,4712671026.824309,4255226903.5938582,1548119.5501109706
5.726217202037952,21.18956232385111,2.668372935738324,4.741732129168968,2265.4008078096504,67.14195240801331,2,0.26009789973499453,0.9091013990000361,15115870.765074495,186.47348755032925,97.89414491418255,1801.4115053309424,1624.325269688003,6.6761634818787785,1631.001433169882,12144436.671382941,4483684.973659457,2818709138.923505,2544728164.0181084,1214443.667138294
5.214147023857613,10.779327057943272,3.5883550658463057,2.6923629887979947,2477.4134971717476,166.76292318687752,5,0.18406902083598317,0.9522961408226792,15524914.543315507,186.4127462139266,74.76595461186935,1653.3313842890857,555.6864841590034,8.239916733800591,563.9264008928039,4198995.9810478175,3843772.671340846,2894041954.755972,2613589908.0078306,419899.59810478176
4.520449190337782,34.7641456214074,1.183743634583485,2.5850706711785754,2331.1258272723403,20.96607043613134,3,0.24074363454550904,0.9286488547857503,6844388.2302722605,186.58240330363645,99.91876403806327,1994.5031960262752,1344.5340960636952,3.279139531184056,1347.8132355948792,10035817.352239469,3951622.0172008714,1277042405.1473215,1152239772.7354505,1003581.735223947
3.6389783364813626,11.274419086716899,2.179753752077238,4.350333272715841,1745.8787771297095,193.66107639417376,2,0.3535749250959938,0.8938166041910475,10863657.091168363,186.45857739126777,86.12687486613865,1660.374947629969,926.0528407596267,5.026678502710379,931.0795192623372,6932818.100427362,3337964.685314209,2025622046.485811,1828876059.7242992,693281.8100427362
5.00510583942493,34.972584198486295,2.834448029980027,4.838906685993601,540.9042970445649,149.77336308215106,2,0.4111573573827627,0.9139243968462053,16363935.848407513,186.51576286239873,99.76755839658696,1997.469626676484,2529.9807525432275,7.8635053448306955,2537.844257888058,18896788.344234478,5623238.869522197,3052131978.197081,2754837552.848245,1889678.834423448
4.350251184888636,23.43798565670176,3.2560315180579624,1.1727783944320864,1543.5384883161125,80.40551783387308,3,0.24995952055678305,0.9604058627723248,16841703.070208356,186.40163652514298,89.38558364303911,1833.3973759617868,436.23703348429007,8.29111061285603,444.52814409714614,3309956.5609473498,3757634.2773935786,3139321014.1573625,2835268758.1725454,330995.656094735
6.7699171377047325,20.72412698962255,0.8086683752031023,4.407370585405253,2412.599828395853,162.33227071232864,3,0.40432249064810216,0.856015171878498,4672085.297197617,186.7745272966396,99.84133462491224,1794.7903667659812,1482.954949031137,2.0158197357261476,1484.970768766863,11057092.344238063,5838458.606593989,872626522.8736649,786536695.4541501,1105709.2344238064
3.1792603732153424,15.266038558869859,4.968332601409541,3.068487580848366,847.3956609587956,68.99584506978178,4,0.1316214714651708,0.8779288176868993,22446299.192233797,186.3925828397213,78.07359184832558,1717.1790367550304,813.3940262119925,11.849328598287572,825.24335481028,6144762.019917346,2528367.792910271,4183823681.633608,3778791881.737337,614476.2019917346
5.93203283082333,21.720513111205797,2.5628563537495626,3.95794649415931,1641.8035301858379,82.72797372524833,5,0.34350707496502986,0.8680420151103077,14502187.343621455,186.46978540263643,97.786594197278,1808.9638953011595,1383.319364373504,6.439048073300188,1389.7584124468042,10348141.139078904,4806325.735089048,2704219761.833923,2441415724.355632,1034814.1139078904
5.703331155004771,31.30587041057818,1.0419045178134607,4.538575762564905,698.6142007472374,82.80366085205713,5,0.14633573965532065,0.863533003416411,6028512.820319239,186.75203896699807,99.98902690057493,1945.3104860366543,2155.282420774284,2.815038588821513,2158.097459363106,16069193.682417687,5454089.727565652,1125837061.133306,1014888695.4270675,1606919.3682417688
6.4981169461718125,16.23750015593195,0.5075321183765475,1.5060767160958748,577.6700220407814,64.85360360494315,3,0.1292386812875425,0.9450425671815309,2891642.484693222,186.68327829991455,98.45802955182289,1730.9703294539333,418.36778276754563,1.2201708863259797,419.5879536538716,3124251.902906728,4325144.875915202,539821298.7138412,486802525.99618465,312425.1902906728
2.358689452671987,32.079911170068165,3.5337173998983515,2.1661465276509353,976.1670587446254,166.97595774209685,4,0.3169982311292524,0.9601435420905076,19474833.81177667,186.41456168729255,95.2383844003549,1956.4496790606936,1050.5924124125597,9.602139267947665,1060.1945516805074,7894208.631813057,3324658.8706115647,3630392608.955213,3278551322.686966,789420.8631813057
2.05999877273482,19.82799480462953,4.323989688630007,2.3471149027404916,2300.1371880498477,144.5464824341964,3,0.14197982849417273,0.9576907085474015,19718170.698370066,186.39786134463432,78.80468664961337,1782.2782221104362,762.2259684733118,10.70354535371576,772.9295138270277,5755233.159956047,2671189.6932936194,3675424847.8046145,3319516625.8628454,575523.3159956047
3.305032002127003,25.916821700034593,4.463442552236463,0.6571112657144783,2571.9792632504896,93.9078959041594,2,0.30823778113411404,0.8947559455295052,20649053.938704725,186.38219728105068,79.94665242917684,1868.6846076441627,265.7305572564558,11.5843977700948,277.31495502655065,2064887.1551276962,3276422.8476226893,3848616044.870721,3476229053.212073,206488.71551276965
6.284157287521433,26.84721280297833,3.107689166553645,4.377224896651915,754.7500622290985,74.18418966565106,4,0.22649910287091254,0.9486990851807267,17788322.47427459,186.4720520441589,98.91621600450107,1881.888800425707,1823.3835590338024,8.12267421908556,1831.506233252888,13637395.412801003,5539012.568119872,3317024994.2012124,2994630338.8298216,1363739.5412801004
3.235592901874072,31.642690138125893,2.739915225958556,2.1476905822277446,2156.0943668408404,81.45014995657235,4,0.2774027353531634,0.9243734612850835,15486465.721250143,186.43088382507057,97.67541474010635,1950.1171917346212,1029.358859564223,7.421049702829486,1036.7799092670525,7719863.204402472,3358533.131706662,2887155491.739323,2607117121.761925,771986.3204402472
3.4329494327652146,27.666847222977527,1.9746369691503767,2.0474619175429316,2092.0429402339387,63.16974599133276,5,0.2791734312930951,0.9000447950763079,11182484.015458101,186.44956977444158,97.86357949136415,1893.55238677724,874.8443635705332,5.19316464715732,880.0375282176906,6552759.435108923,3156871.7655469947,2084969333.6917331,1882549967.5194066,655275.9435108923
7.969365159780475,13.691010696313974,3.167275906579373,4.486383617340471,2218.037602952787,178.56619383588293,2,0.05608378404674556,0.8866728709798506,16694467.551113352,186.4500267354038,91.08707357741255,1694.7478820828278,1096.8239778675793,7.455186298121334,1104.2791641657006,8222462.656377807,5790637.997821718,3112683921.2384157,2810481937.882273,822246.2656377808
